"","tweet_id","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone"
"125","-637403136","negative","1","Cancelled Flight","0.6704","Southwest","","onestitchshort","","0","@SouthwestAir Flight Cancelled Flightled reFlight Booking Problems online has not worked on my second round of hold (3 hrs now). Any other options?","","2015-02-17 08:53:59 -0800","Texas","Central Time (US & Canada)"
"126","1656889344","neutral","1","","","Southwest","","deantak","","0","@SouthwestAir sent","","2015-02-17 08:54:04 -0800","Silicon Valley","Pacific Time (US & Canada)"
"127","541196290","negative","1","Customer Service Issue","1","Delta","","MakebaMakeba","","0","@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether","","2015-02-17 08:54:28 -0800","",""
"128","176701441","negative","0","Late Flight","0.6515","US Airways","","laura_crom","","0","@USAirways and it still says it's on time on your website btw","","2015-02-17 08:54:42 -0800","boston","Quito"
"129","-310222848","negative","1","Flight Booking Problems","0.6611","US Airways","","AlexRolek","","0","@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?","","2015-02-17 08:54:49 -0800","San Diego CA",""
"130","403202048","negative","1","Customer Service Issue","0.6275","US Airways","","itsjustdoc","","0","@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!","","2015-02-17 08:55:48 -0800","Ohio","Quito"
"131","-155037694","negative","1","Customer Service Issue","1","Southwest","","matthewhyah","","0","@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes time","","2015-02-17 08:56:04 -0800","USA",""
"132","-1391955968","positive","0","","","US Airways","","imayfan","","0","@USAirways thanks","","2015-02-17 08:56:13 -0800","","Eastern Time (US & Canada)"
"133","-800575488","neutral","0","","","United","","CWWMUK","","0","@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15","","2015-02-17 08:56:14 -0800","North West of England",""
"134","1502093313","negative","1","Cancelled Flight","0.6959","US Airways","","LucyALloyd","","0","@USAirways No kidding. Oy.","","2015-02-17 08:56:33 -0800","Downers Grove","Central Time (US & Canada)"
"135","851599361","negative","1","Customer Service Issue","1","Delta","","MakebaMakeba","","0","@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice","","2015-02-17 08:56:43 -0800","",""
"136","319311872","negative","1","Lost Luggage","1","US Airways","","itsjustdoc","","0","@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify","","2015-02-17 08:56:55 -0800","Ohio","Quito"
"137","1728184320","negative","1","Customer Service Issue","1","Southwest","","laurenaddell","","0","@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!","","2015-02-17 08:56:55 -0800","New York New York","Eastern Time (US & Canada)"
"138","-1040035840","negative","1","Customer Service Issue","1","US Airways","","Jamayka","","0","@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures","","2015-02-17 08:57:53 -0800","Austin TX","Central Time (US & Canada)"
"139","-1308467200","positive","1","","","United","","mchooyah","","0","@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.","","2015-02-17 08:58:02 -0800","","Mazatlan"
"140","2139623424","negative","1","Customer Service Issue","0.6889","US Airways","","portugrad","","0","@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday","","2015-02-17 08:58:03 -0800","Chicagoland Area","Central Time (US & Canada)"
"141","-423088128","negative","1","Lost Luggage","1","US Airways","","itsjustdoc","","0","@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!","","2015-02-17 08:58:14 -0800","Ohio","Quito"
"142","658644993","negative","1","Customer Service Issue","1","Southwest","","eguroff","","0","@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?","","2015-02-17 08:58:51 -0800","Nashville TN","Central Time (US & Canada)"
"143","-1111351296","neutral","0","","0","United","","napsareforkids","","0","@united all day travel. #swag #ijustwanttosleep","","2015-02-17 08:59:48 -0800","West Palm Beach ",""
"144","646082560","negative","0","Can't Tell","0.3456","United","","meracross","","0","@united's first-class #cockup http://t.co/oh7CFv7DHR","","2015-02-17 09:00:26 -0800","Toronto","Pacific Time (US & Canada)"
"145","-1048031232","positive","0","","","US Airways","","ShiningLghtPE","","0","@USAirways will do. Hoping for a voucher for a future flight #Optimistic","","2015-02-17 09:00:31 -0800","Pittsburgh Pa","Eastern Time (US & Canada)"
"146","831000576","negative","1","Customer Service Issue","1","US Airways","","TullamoreEims","","0","@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.","","2015-02-17 09:00:47 -0800","Dublin Raised | Brooklyn Based","Dublin"
"147","1011372033","negative","1","Late Flight","0.3487","United","","CanadianCowgirl","","0","@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!","","2015-02-17 09:01:07 -0800","Nova Scotia","Eastern Time (US & Canada)"
"148","-2042085376","positive","0","","","Delta","","ClassyMalick","","0","@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5","","2015-02-17 09:02:00 -0800","NY",""
"149","1061711873","negative","0","Customer Service Issue","0.6468","Southwest","","TJGoertz","","0","@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?","","2015-02-17 09:02:02 -0800","Toronto","Eastern Time (US & Canada)"
"150","-2138554366","negative","0","Customer Service Issue","0.3278","US Airways","","DAngel082","","0","@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is","","2015-02-17 09:02:33 -0800","New York",""
"151","159514625","neutral","0","","0","United","","BhutanOrient","","0","@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.","","2015-02-17 09:03:01 -0800","Bhutan","Pacific Time (US & Canada)"
"152","-1992138752","negative","1","Customer Service Issue","1","Southwest","","elliemybellie","","0","@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?","","2015-02-17 09:04:11 -0800","",""
"153","1216897025","negative","1","Late Flight","0.6806","United","","applecor2","","0","@united sat at airport for 5 hrs still sitting at gate..  Sigh","","2015-02-17 09:05:08 -0800","","Mountain Time (US & Canada)"
"154","1854410752","negative","1","Customer Service Issue","1","Southwest","","blackrivervaper","","0","@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare","","2015-02-17 09:05:23 -0800","",""
"155","1573392384","negative","1","Cancelled Flight","0.672","US Airways","","Kyle_Clarke528","","0","@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke","","2015-02-17 09:05:32 -0800","Worthington Ohio","Central Time (US & Canada)"
"156","-1769848832","negative","1","Customer Service Issue","0.3684","Southwest","","mal0877","","0","@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?","","2015-02-17 09:05:35 -0800","",""
"157","-306044926","neutral","1","","","Southwest","","theokatzman","","2","@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?","","2015-02-17 09:06:02 -0800","Lawrsh Ainjellush CA","Eastern Time (US & Canada)"
"158","843587584","negative","1","Customer Service Issue","0.3463","United","","MiKasuga","","0","@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.","","2015-02-17 09:06:09 -0800","New York NY","Eastern Time (US & Canada)"
"159","583155714","neutral","0","","0","Delta","","heykaitlinmary","","0","@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂","","2015-02-17 09:06:22 -0800","california ☀️","Pacific Time (US & Canada)"
"160","-184389632","negative","1","Flight Attendant Complaints","0.6812","United","","BhutanOrient","","0","@united +what took me aback was the response by the flight attendant who put the responsibility squarely back on passenger's shoulders. +","","2015-02-17 09:06:26 -0800","Bhutan","Pacific Time (US & Canada)"
"161","-87551998","positive","0","","","Delta","","NMSpedaliere","","0","@JetBlue she was a phone agent pls do! Peggy was pleasant informative and delivered. ⭐️⭐️⭐️⭐️⭐️","[40.78521842 -74.07232899]","2015-02-17 09:06:58 -0800","Old Greenwich CT","Eastern Time (US & Canada)"
"162","-473415679","negative","1","Customer Service Issue","1","US Airways","","tamajared","","0","@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?","","2015-02-17 09:08:14 -0800","DC / MIA","Quito"
"163","1417822208","negative","1","Flight Attendant Complaints","0.7033","United","","BhutanOrient","","0","@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +","","2015-02-17 09:08:19 -0800","Bhutan","Pacific Time (US & Canada)"
"164","-485986304","negative","1","Flight Booking Problems","0.6809","US Airways","","AndreybohdanY","","0","@USAirways That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through ubetter do smth!","","2015-02-17 09:08:35 -0800","",""
"165","-737640447","neutral","1","","","US Airways","","JasonPlizga","","0","@USAirways flight #3900 fro ORF to PHL.","","2015-02-17 09:08:40 -0800","",""
"166","-1878495232","neutral","0","","","Southwest","","challemann","","0","@SouthwestAir Got it thanks. Any insight into what will happen tomorrow?","","2015-02-17 09:08:53 -0800","New York","Eastern Time (US & Canada)"
"167","432156672","negative","1","Flight Attendant Complaints","1","United","","BhutanOrient","","0","@united + that's the gist of what the flight attendant told her.","","2015-02-17 09:09:03 -0800","Bhutan","Pacific Time (US & Canada)"
"168","-482209792","negative","1","Customer Service Issue","1","Southwest","","iBrianWeaver","","0","@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!","","2015-02-17 09:09:13 -0800","Nashville TN","Central Time (US & Canada)"
"169","-50188287","positive","0","","0","Delta","","leighericam","","0","@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞","","2015-02-17 09:10:24 -0800","NYC | NOLA  ",""
"170","1275215872","negative","1","Customer Service Issue","1","US Airways","","ceowens5","","0","@USAirways still crickets from customer service.","","2015-02-17 09:10:57 -0800","Seattle WA",""
"171","696385538","positive","1","","","United","","ClaudiaStClair","","0","@united I appreciate the follow up.","[40.35805521 -111.78241283]","2015-02-17 09:11:52 -0800","Salt Lake City Utah","Mountain Time (US & Canada)"
"172","255987713","positive","1","","","United","","jsumiyasu","","0","@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!","","2015-02-17 09:12:04 -0800","So Cal","Pacific Time (US & Canada)"
"173","1711423488","negative","1","Late Flight","1","Delta","","alsonmusical","","0","@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect","","2015-02-17 09:12:09 -0800","Yauco Puerto Rico","Central Time (US & Canada)"
"174","-620216320","negative","1","Cancelled Flight","1","US Airways","","simuLate Flightthis","","0","@USAirways Flight 2069 from JFK to Charlotte then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.","","2015-02-17 09:13:11 -0800","Queens","Quito"
"175","-1555951616","positive","0","","0","United","","BhutanOrient","","0","@united no worries about the tweets. We all should do what we can to make sure we as in your tag line ""Fly the Friendly Skies.""","","2015-02-17 09:13:35 -0800","Bhutan","Pacific Time (US & Canada)"
